Respondent ID,Tell us about your classroom,Latitude,Longitude,Buildings Name
62e8372wnr28,"Shelby has bright, newer classrooms. It is nicer to have carpeted rooms, rather than tile. Shelby has both.",34.725946,-86.641335,Shelby Center 
8x989zei7z8h,"Rooms are sizeable, nice seats, nice tables, power outlets near seats are a big plus",34.725949,-86.64132,Shelby Center 
9d7juk6wmw43,0,34.726008,-86.641334,
2gr6742nyg78,They are good,34.725949,-86.641236,Shelby Center 
6he8idx8pfb6,Large rooms.,34.72595,-86.641269,Shelby Center 
4yx7kwh66lt8,"Central location on campus, close to the intermodal parking garage. For tech hall the easy parking to classroom distance and lab rooms.",34.725954,-86.641305,Shelby Center 
88l2mrb3oec7,good seating and lighting,34.725958,-86.641439,Shelby Center 
72fdi88upk84,"Good seating, not a far walk.",34.725959,-86.641379,Shelby Center 
3ck2vf2x93f6,Best location in general and close to Charger Village and CU for food.,34.725959,-86.641197,Shelby Center 
3bez4fwo7ara,proximity to center of campus,34.725961,-86.64117,Shelby Center 
79sgk3gmb333,"out of the buildings I go to, these are the nicest because they are the newest",34.725964,-86.641348,Shelby Center 
43kfb39yu3z4,0,34.726074,-86.640988,
4b7stp3za4h3,"These classrooms feel like the typical ""high-school"" classrooms, which made me feel more comfortable in my transition over to college.",34.725964,-86.641194,Shelby Center 
4owp7m8ss2a9,0,34.726133,-86.641385,
2m8i6jlw3fv4,facility that feels cleaner and newer,34.725965,-86.641375,Shelby Center 
84pd3hm6jwv4,They are easy to get to from my dorrm,34.725972,-86.641432,Shelby Center 
9eu6hko72k26,0,34.726213,-86.641793,
8b67lfr3ncv9,Shelby Science Center,34.725979,-86.641304,Shelby Center 
6bze2hfs6kz6,They are pretty and I've associated them with math so they make me happy,34.725981,-86.641228,Shelby Center 
37jve8wl94z7,Very close to charger village,34.725987,-86.64121,Shelby Center 
36m9xeg8saz9,There close to everything and the classrooms are updated and nice.,34.725988,-86.641246,Shelby Center 
7oz2rxy9hdv6,"Close to parking, classrooms are up to date and large enough to spread out in, but the building is a bit confusing to navigate.",34.725993,-86.641222,Shelby Center 
6u7ngg3tb8la,They are clean and usually have working air conditioning. I would prefer less harsh lighting though in the classrooms though.,34.726002,-86.641329,Shelby Center 
67sm4sm8guc3,They are the most up to date,34.72601,-86.641516,Shelby Center 
43c2o9z6s4r3,"Near the middle of campus. Not to far. Large rooms, enough for most classes (medium sized).",34.726032,-86.64132,Shelby Center 
9si2gu4har4w,My instructors make the classes enjoyable.,34.726041,-86.641332,Shelby Center 
4u7bhc7etp33,The blackboards make it feel like a real classroom?,34.726055,-86.641125,Shelby Center 
9lr4lh3ory44,easy access and good space,34.726058,-86.641271,Shelby Center 
7ww2u8jj4ld3,It is quite and in the basement of Shelby,34.726084,-86.641544,Shelby Center 
6pg7kib6ls3d,0,34.728247,-86.641359,
7hc6vdb2rpg7,My favorite classrooms are in shelby because they are always well lit never have technology problems.,34.726085,-86.641369,Shelby Center 
2fg6tna8r28a,Clean,34.726087,-86.641273,Shelby Center 
2tt93yp2fxp7,0,34.72905,-86.64136,
72ign26cmx36,"I don't have any favorite classrooms, per se, mostly because I am content with all the classroom experiences I have had thus far, and am very limited to just a year's worth of classes with multiple layovers. If anything, the SST Chemistry labs are very well prepared and professional.",34.726301,-86.641317,Shelby Center 
84b3rea7my68,0,34.729119,-86.641479,
63h9kob7ss28,"Only because I've only used OKT,Shelby,and Wilson. Wilson atleast doesnt feel like prison cells and have life to them",34.729304,-86.64133,Shelby Center 
9a2fol6uph68,updated with disstance capabilities and dry erase boards,34.729334,-86.641413,Shelby Center 
4en9p6nem3s7,"I forget the room number, but one of the two large classrooms in Shelby has uncomfortable seating, very small desks, and outdated periodic tables.",34.725678,-86.641104,Shelby Center 
2bv6tjo7euk8,0,34.729162,-86.64143,
877blo42pab6,Auditorium style classrooms with little desk space and no working outlets near students.,34.725689,-86.641123,Shelby Center 
6za2j3asv6e7,Terrible parking,34.725702,-86.641132,Shelby Center 
9ll3i286w9xs,0,34.729211,-86.641541,
7wl6hck4txe4,Terrible parking,34.725719,-86.641363,Shelby Center 
4ji2zgo3949a,The chairs are uncomfortable and the classrooms are old.,34.725738,-86.641049,Shelby Center 
2uvz6jfz8kb6,Seatting arrangements are fixed and are uncomfortable for larger framed individuals; being squeezed between the seat and table top is not a comfortable experience and detracts from the learning experience,34.725774,-86.641066,Shelby Center 
72ign26cmx36,"SST 103 is a disturbingly high-school esque classroom with no flourishes in any sense, just desks in front of a projector and chalkboards on the side. It definitely needs some sort of revamp and it being near the large lecture room doesn't help its image. MOR 130 and rooms similar to it are absurdly overwhelming, there are far too many computers, keyboards, and whiteboards for any kind of work that would need to be done for the classes held in it, and the amount of desks are disproportional to the room size and cause massive clutter. It shocks me that such an expensive room for lack of utility and a room such as SST 103 are in the same campus, and I strongly believe those funds could be more evenly distributed.",34.725777,-86.641431,Shelby Center 
92o3czj43i63,Overall great but just don't feel like the other classrooms.,34.72578,-86.64127,Shelby Center 
94pxv8ah9hs9,The chairs in Shelby are incredably old and are the built together desk chairs (table + chair stuck together). MSB lecture rooms are just falling apart plus there arent main classrooms there anyway and it is easy to get lost if it isn't the three rooms on the first floor main hallway. Also a lot of freshmen classes happen on the opposite side that their dorms are.,34.725791,-86.64109,Shelby Center 
9dh3hpx3ehg3,"SST has a lot of the old style of classrooms, those desk chairs have never been comfortable to me. In addition, the large lecture halls have way too thin of seats, which compounds the uncomfortableness when you add in the tiny folding desks.",34.725811,-86.641049,Shelby Center 
26pi4alf88c9,Outdated seating,34.725811,-86.641374,Shelby Center 
6hdu8j6oil24,"The large downstairs Shelby classrooms have very tiny desks that are hard to work with, Morton's rolling chairs are very uncomfortable, and Nursing 103's table/chair situation is also uncomfortable.",34.725844,-86.641183,Shelby Center 
6fyd4tgd2vp4,Sometimes the air conditioning tries to freeze everyone out.,34.725847,-86.641099,Shelby Center 
7mz4lek4cp29,0,34.729269,-86.640226,
6pa42g8ivw8p,The number of people that fit make it packed.,34.725847,-86.641105,Shelby Center 
89b72ix3fue7,0,34.72928,-86.641451,
7ix6fjv4hd39,ROB is just hot temp.,34.725858,-86.641069,Shelby Center 
4ew4pxw24bfa,The auditorium is awful. No real desk area,34.725876,-86.641161,Shelby Center 
687tsf7kcx23,0,34.729316,-86.641415,
36rjb3n8wdc9,This or OTK. Just need updates badly,34.725885,-86.641391,Shelby Center 
3ev8xmp6slr7,no windows,34.725889,-86.641321,Shelby Center 
2kjw7ge4udw4,Too many people,34.725892,-86.641288,Shelby Center 
84w22j3gxd89,Felt very out of the way not super easy to get to from commuter parking.,34.725895,-86.641142,Shelby Center 
4w6mvi8hw274,In the Morton Basement you can't see outside and there is no natural light. For the Shelby Center there is no commuter parking.,34.725903,-86.641239,Shelby Center 
4g9h3gdp3979,"Very old, uncomfortable, and uninviting",34.725906,-86.641264,Shelby Center 
689zaf8l6ne7,"Shelby is bland and boring, Cramer is a windowless prison with a bunch of screens",34.725913,-86.641374,Shelby Center 
4xvc7yjl27o9,Parking is further away,34.725918,-86.641273,Shelby Center 
3ac3tj76dhx7,Older feeling classrooms. Also in Shelby 107 there are only the fold out semi-tables to work on.,34.725921,-86.641329,Shelby Center 
8fd9l6bdm9a3,0,34.729378,-86.641303,
7c8vrd8y6vz6,"chairs attached to desks are not very comfortable, movie theatre seats have practically no desk space.",34.725922,-86.641149,Shelby Center 
73dic67fol64,0,34.72938,-86.641553,
9be88eo9mzl7,0,34.729389,-86.64141,
8hy6miy9ps27,It feels too crowded and the seats are not comfortable,34.725925,-86.641286,Shelby Center 
94pc2vtu2xw6,"Most of the classrooms themselves are not bad, but finding parking before classes in SST is rather difficult at times.",34.725931,-86.64131,Shelby Center 
72vvt7uu62k9,0,34.729447,-86.640095,
2pd3uzv9r3w6,Too cramped,34.725942,-86.641388,Shelby Center 
9xnz4c9cpx64,Small desks,34.725944,-86.641376,Shelby Center 
3f2xia3kr4l6,Downstairs classrooms have odd lighting that's harsh on the eyes. But the upstairs classrooms are nice.,34.725947,-86.641249,Shelby Center 
2lt4p8tay8s8,"Because there is literally no student parking any less than a 5 minute walk away, which on rainy, very cold, or very hot days really really sucks. But the classrooms inside SST are nice classrooms. But I hate having classes in SST because of the parking.",34.725949,-86.64112,Shelby Center 
6wo4gkk4u8c9,0,34.729651,-86.640099,
7rrm2pyh22z4,Parking to get there is atrocious.,34.72596,-86.641348,Shelby Center 
8ci3as6e8u63,"They smell old. The audatorium rooms, such as Shelby 107, which the integrated desk chairs are impossible to take notes in since there is so little space.",34.725968,-86.641187,Shelby Center 
42gr9czh4rfa,Feels empty,34.72597,-86.641153,Shelby Center 
63ze69pv289a,"The classrooms are typically fine, but the labs for the Chemistry department are not. The glassware is never clean, the weighs do not work and neither does most technology in these labs.",34.725979,-86.641348,Shelby Center 
2xl2slz6tbg7,0,34.73014,-86.638695,
6h66g2hhr479,0,34.730232,-86.638546,
7lfm3fue2w4i,"Awful chairs, no plugs to charge laptops or other vital devices. The COE's laptop requirements are essentially for a gaming laptop, which don't have enough battery to run through even one class, let alone multiple in a row. They're also 100% artificial lighting, made by awful looking light bulbs.",34.725987,-86.641389,Shelby Center 
4ib6c8xir3l8,No lighting and they feel close. 1st floor SST has loud lecture hall chairs and cramped feeling rooms.,34.725997,-86.6413,Shelby Center 
449ekn6fh348,No parking,34.726009,-86.641425,Shelby Center 
66gya9po8xg3,0,34.730786,-86.642919,
6bm3ecl4lkg8,"Shelby's Chemistry labs need to be cleaned really bad. I always feel gross up there. Also MSB is in need of an upkeep too, the study room there is no where near the par of Optics.",34.726023,-86.641338,Shelby Center 
8yf84c9olr6a,0,34.73085,-86.641402,
6em8or3yja64,Tightly packed rooms for the bigger classes.,34.726024,-86.641364,Shelby Center 
7699739aip64,Pillars or other items block line of sight in classroom.,34.726037,-86.641278,Shelby Center 
4ut78khb7ra3,The desks attached to the chairs are very uncomfortable. Long tables with individual roller chairs should be the standard,34.72604,-86.64152,Shelby Center 
24gwc3avs8w9,I feel like just falling asleep whenever i enter SST,34.726051,-86.641368,Shelby Center 
9l7b74a7hwy8,Typically there is some structural item in the classrooms that block the view to the instructor and the screens.,34.726054,-86.641329,Shelby Center 
87n7kxi6gzl8,i hate the desk and tables to small and its older looking makes me fall asleep,34.726062,-86.641362,Shelby Center 
9m96x9cso2y4,Most rooms haven't been recently updated,34.726115,-86.641454,Shelby Center 
2hzj6auw7e24,OKT lecture and Shelby lecture rooms due to lack of desk room avaliable to take notes or exams.,34.726152,-86.641302,Shelby Center 
7mr2irf8xad4,0,34.730924,-86.641348,
7hz7p6zil244,sst the half desks are horrid,34.72621,-86.641198,Shelby Center 
7tk4hwb7yt74,"I had a math class in Shelby that was not fun for me so I just don't like the building that much. Plus the classroom was kinda weird, but also it was a lecture room so its not meant to feel comfortable.",34.726244,-86.641477,Shelby Center 
79sp8tpf7pj6,0,34.73093,-86.638698,
9bfj986hum49,"I really like the chairs in Shelby that are in the audiotrioums, and more comfortable. The rolling chairs in Tech hall are nice. Overall, I like the smaller settings in upstairs Shelby classrooms.",,,Shelby Center 
3zd9d9jk6tm8,IÂ’ve only been in SST and the Library,,,Shelby Center 
4g4wo6hgz638,Shelby,,,Shelby Center 
7s2dd49xg6j9,0,34.73095,-86.639142,
6fx7uwi6xr4a,Shelby science classes and library,,,Shelby Center 
3py9n3bn6bp4,0,34.730955,-86.639206,
3xop4hnf9mg6,0,34.73096,-86.638771,
8pw8igi3dsv6,Shelby. They are small-ish and have the writing screens.,,,Shelby Center 
7um7ndd67hs9,SST,,,Shelby Center 
46sgi7eii428,"SST, class rooms are spaciaous and closer to charger union.",,,Shelby Center 
8d4934bxa4x9,"SST, they are always cool and very well spaced",,,Shelby Center 
2389tg97idn4,Technology hall,,,Shelby Center 
9l6uwb4vhb8a,I really like the newer renovations in the Library as well- especially on the first floor. I used to avoid the library at all costs and now I go there weekly to study. I love the variety of seating options and the fact that the tables and chairs are designed for students with different learning types such as having more enclosed chairs but also having spaces for groups to collaborate.  I also like Shelby classrooms for studying because there are usually not many people there compared to Morton so it's nice for a quieter environment. I also like the 2nd floor in Optics in the Physics Success Center because of the variety of seating options and quiet atmosphere,34.725831,-86.641224,Simon Library 
4u9ekv4ixe83,"Community feeling, modern technology",34.724722,-86.640492,Student Services Building
4iz7g3xdn3s6,lots of windows close to everythinf,34.724924,-86.640452,Student Services Building
748hly4cr2g8,0,34.730979,-86.638867,
689zaf8l6ne7,Very cool,34.72514,-86.64641,Swrill Building
9iv2fof7k927,The classroom in SWIRLL is outstanding.  The ability to turn each desk space into a computer station at the touch of a button allows for a unique and hands-on learning experience.  The classroom on the fourth floor of Cramer Hall is also nice with its double projectors and large seating capacity.,34.72516,-86.646368,Swrill Building
7f7v2wmo23mn,"The VBH rooms (not necessarily classrooms) just suffer from age. There have been issues with bugs, leaks, etc. over time.",34.721424,-86.640726,Wernher Von Braun Research Hall
7j4lgo4nye47,So far,34.721829,-86.638033,Wernher Von Braun Research Hall
4fl4hs4ych76,Because it has a computer lab with the software I need,34.72915,-86.641441,Wilson Hall
6fj6udd8kjk7,"The building is much better than the OKT, which is the only other one that I've had to go to for classes.",34.729174,-86.641449,Wilson Hall
8er7fz8biw46,The buildings are centrally located so it is easy to get from one building to another for classes,34.729181,-86.640043,Wilson Hall
9af42s82xoi2,0,34.731098,-86.63896,
78woa4lw8go3,The set up/layouts of the rooms and Tech applied,34.72921,-86.641651,Wilson Hall
8vl7a4e3zf8a,Clean,34.729211,-86.641516,Wilson Hall
2iz8eph6bsb7,I am an art major.,34.729219,-86.64146,Wilson Hall
7x6agt7fty3s,"I like the design of the Nursing building in general; a lot of windows. I like Wilson because they have made a lot of improvements to the classrooms such as paint color, seating, and tables.",34.729238,-86.641355,Wilson Hall
7l6vtg7rki87,0,34.732712,-86.641827,
2amt43hus4u6,Always parking and all my Kin classes were in one building,34.729265,-86.641385,Wilson Hall
4udy37bkk6h9,"I love the art labs, they have everything I need to get started and execute my assignment in timely fashion.",34.729272,-86.641652,Wilson Hall
8vc48r8coo79,They have great computers,34.729276,-86.641384,Wilson Hall
72vvt7uu62k9,0,34.732744,-86.63755,
7zag3l7sa2h6,ItÂ’s where I spend the most time,34.729334,-86.641516,Wilson Hall
2b2pna4cvi77,The studios in wilson have a lot of space to work in which is necessary for most of the arts.,34.729367,-86.641417,Wilson Hall
2tt93yp2fxp7,the studios are accessible so i can come in when i need to work on my art projects.,34.729592,-86.641363,Wilson Hall
7f7v2wmo23mn,The Wilson Hall classrooms have plenty of space to spread out while still being able to see the board - I don't feel crowded during class. The lighting is also nice in the classes with big windows.,34.73318,-86.641841,Wilson Hall
7bz8yoy3mf3c,"The Olin B King tech hall classrooms are dingy and need a revamp, I briefly took a programming class there and was shocked to find how outdated the computers were. The chairs were also old and worn thin. In Wilson Hall, the rooms like the animation lab and some of the drawing rooms need improved, they’re dark, windowless, and can get cramped. The “adjustable” lights aren’t good for color mixing paint, and sometimes there’s 2 or 3 classes using one room because there’s so many art students and too few studio spaces.",34.729055,-86.641418,Wilson Hall
4p9x8bpa3ms9,0,34.732813,-86.641808,
3ta9syb6zfn8,0,34.73284,-86.641649,
3aa6lsh7pf83,Outdated building and the classrooms are cramped with undersized desks.,34.729128,-86.641412,Wilson Hall
7n4e3o9lfa28,The Wilson classrooms have no windows and it’s just a little box. Without any natural light it starts to get tiring and gross during a multi-hour class,34.729135,-86.641649,Wilson Hall
7n4e3o9lfa28,The Wilson classrooms have no windows and it’s just a little box. Without any natural light it starts to get tiring and gross during a multi-hour class,34.729147,-86.641613,Wilson Hall
4jd272skm6y6,Old and need improved,34.729182,-86.641394,Wilson Hall
2jv27fpx99h3,"Out of the way, building isnt the best.",34.729209,-86.641391,Wilson Hall
29c33kfs7o68,Do not put instructional courses in the Wilson  theater or the Chan auditorium.  They are not set up for business course instruction.  You can not hear the professor and the computer model lectern/ screen  is not always there. Please respect evening classes in BAB.  Chan auditorium events disrupt classes and exams.  Consider moving classes upstairs at night.  I also notice that every semester I have a class that is booked in the same room as another class.  Please look at spacing out classes so an empty room is in between if available.  Classrooms that are back to back or next to marketing presentation and group activities are disruptive to lecture style class/exams.,34.729214,-86.641306,Wilson Hall
97jx36phl9g9,"Wilson is dark and the elevators are slow, kinda depressing building to be in.",34.729214,-86.641643,Wilson Hall
7rl8ahw2vxo6,older,34.729226,-86.641412,Wilson Hall
9loh4raz7ss6,"Usually dark and dingy, especially in Wilson. It’s hard to see sometimes",34.729235,-86.641324,Wilson Hall
2cs7vd6rfl23,Very outdated buildings for Olin B. King and Wilson. Parking is unbearable when having classes at Shelby.,34.729239,-86.641513,Wilson Hall
7ui4bcz6wgg9,WIL feels neglected compared to other buildings on campus.,34.729245,-86.641268,Wilson Hall
3vi33sov97sa,"the entire wilson building is not the greatest. The classrooms have worn down quite a bit overtime and are very dark. The are also often problems with the bathrooms in this building. None of the women’s restroom stalls have sanitary trash cans either, which is very frustrating. some days there is no trash can present in the bathroom at all.",34.729251,-86.641792,Wilson Hall
4eu8rmu6oov3,"rooms are small, dark, and sometimes difficult to hear what’s batting said",34.729255,-86.641597,Wilson Hall
424v76ixn7ba,"The building feels very cramped at times and doesn’t feel like it matches the newer buildings like Charger Union, Morton ext, and the Student Services Building",34.729265,-86.641361,Wilson Hall
7iw4p6aox7dz,"Love the art department, but Wilson is NOT structured for proper artistic learning. We need a new art building.",34.729265,-86.641402,Wilson Hall
9cj4nb738ic8,"Wilson feels like I'm in an a building post-apocalypse. Roberts Hall just feels old. And the engineering as known by most students, feels like a prison and is so draining of life-it literally looks like death on the inside.",34.729271,-86.641492,Wilson Hall
6g7bfa8z49d6,"I don't know who thought it was a good idea to put the art classes in a building with no windows. You guys know we regularly use things like paint thinner, right?",34.729283,-86.641445,Wilson Hall
8ai72fni2727,"The tech hall is too far from campus so getting there is annoying. None of the classrooms have windows and the rooms are often too cold in the Spring. Wilson also suffers from having no windows, especially in the animation classroom. Some students spend around five hours in that classroom at a time in darkness.",34.729289,-86.641464,Wilson Hall
7zag3l7sa2h6,A lot of the classrooms have no one windows and some drawing classrooms have uncomfortable seating,34.729319,-86.64146,Wilson Hall
24gwc3avs8w9,I feel like just falling asleep whenever i enter SST,34.729326,-86.640009,Wilson Hall
4py8kr297zga,"Everything about them are bad, very dreary",34.729334,-86.64159,Wilson Hall
9ubx2pyg9cm6,0,34.733167,-86.641927,
93tid66uei2y,"I like being here but I do think there needs to be some upgrades, the building is not as bright as Morton.",34.729336,-86.641455,Wilson Hall
8bom3xjf2wd7,They have no windows and need to be redone,34.729342,-86.64146,Wilson Hall
233n94lot6e3,Hard to get to,34.729347,-86.640018,Wilson Hall
4lj2amv2r3u7,It feels the most out of the way,34.729359,-86.641591,Wilson Hall
96unn3cvi2g8,"The room was dark, even with lights on.",34.729365,-86.641419,Wilson Hall
7xf9idj9ogy7,Salmon: You have to check in with your charger card and the tap thing never works. \n Wilson: I dropped art last semester b/c the classroom was so dang cold and uninviteing,34.72937,-86.641544,Wilson Hall
3iw4xfn47s79,This may only be because it’s where I am the most but honestly most of the rooms and building feels dated and could use an update. Some of the colleges have done a good job of updating room the best they can but it can still be difficult.,34.729378,-86.641633,Wilson Hall
7xf9idj9ogy7,Salmon: You have to check in with your charger card and the tap thing never works. \n Wilson: I dropped art last semester b/c the classroom was so dang cold and uninviteing,34.72939,-86.640025,Wilson Hall
7ix6fjv4hd39,ROB is just hot temp.,34.729404,-86.641345,Wilson Hall
7za9j82ys3x9,"Layout of classrooms, elevators, and stairs can be confusing at first.",34.729487,-86.640018,Wilson Hall
2se8kbc2naz9,Outdated,34.729554,-86.640016,Wilson Hall
94mh3xt6cfb3,"The classroom in the center of the library don't have much natural light, so they depend on fluorescent lighting which makes me tired.",34.729584,-86.640028,Wilson Hall
7x3ipm3ksx77,It’s a pain to get to from anywhere and the classrooms aren’t interesting,34.729672,-86.640003,Wilson Hall
2gy9afx7isj9,Classes are hard to find in the library.  Classrooms in Morton echo and sometimes it is hard to hear the professor.,34.729683,-86.639993,Wilson Hall
9ah6p3xkz6w3,"The art history classroom in Wilson hall would use a facelift, plus you can always hear noises from the studios upstairs during class.",34.730779,-86.641407,Wilson Hall
4re37jer7bsj,"When the classroom feels like a dungeon and there's no sunlight and everything is bland, my mind is closed and I do not learn as effectively. MSB100 needs to have a seating overhaul as well; the chairs are half broken and excessively squeaky.",34.730784,-86.641364,Wilson Hall
7e6usv4mlg26,Old,34.730838,-86.641385,Wilson Hall
2at7tni67va3,"Very outdated, restrooms not available on every floor",34.730876,-86.639191,Wilson Hall
3gi6thu2ahh8,"The classrooms are small, somewhat dim, and seem run-down.",34.730878,-86.64147,Wilson Hall
43aea4vkx978,"Well I love love to study in between the books on the 3rd floor of library, itÂ’s so quite there& if I needed  a break I wouldLook through the cool art history books/ artist books. I also like the art studio on the 3rd floor of Wilson hall. As a painter it is really important to have natural light, but this is the only art room with a window. Makes a better environment to paint in. Also the tech building across the road, it used to have a mini snack pantry, kinda like at the charger union, and I would grab snacks there freshman year before my pysch class.",,,Wilson Hall
9us2ah46vx76,Wilson,,,Wilson Hall
4eu8rmu6oov3,classrooms are large and typically well lit,34.725941,-86.641292,Shelby Center 
2vm868x6bm43,"Morton is new, Shelby has alot of classrooms, and the greek housing has study rooms aswell.",34.725951,-86.641247,Shelby Center 
3gi6thu2ahh8,"The classrooms in the BAB and Morton are clean, spacious, and well lit. They provide charging stations for devices and ample desk space on which to work. Additionally, they make it easier to hold meetings/presentations because of their access to the projectors and orientation in the middle of the room. While I don't believe the classrooms in Roberts are nearly as functional as the ones in BAB and Morton, they are just cozy.",34.728272,-86.641494,Business Administration Building
99aet3cvt2u9,"BAB, good table space. MSB, large classrooms and good table space to write notes and use laptop. Morton, good table space to write notes and use laptop.",34.728282,-86.641429,Business Administration Building
8ki8o7bx6p87,"Most of my classes are in the BAB, and since parking is so nearby, I don't have to walk as far to get to my car. I just like the view from the upper floor in Morton Hall.",34.728321,-86.641509,Business Administration Building
7n9gge4c8mde,Wilson is comfortable and Morton is spacious.,34.729173,-86.64146,Wilson Hall
2ut94hij79g9,"I like Shelby classrooms because they are typically bright and are not hard to see the screens in. However, we had issues in the basement of Shelby with panopto and recording issues. I also love Morton classrooms!",34.729365,-86.641591,Wilson Hall
99d2uji2cdr9,"Windows, lots of lighting, looks nice",34.732908,-86.64174,Morton Hall
7ui4bcz6wgg9,"MOR and SST feel very clean and well-equipped to me. MOR is also very close to my dorm this year, but that will change next semester.",34.732951,-86.641628,Morton Hall
